sample,beta1,beta2,beta3,xi,delta1,chi,zeta1,zeta2,zeta3,beta_constraint_pass,max_excess,probe_pass
1576,-1.26514,-1.68661,0.303198,0.0437921,0.00985468,-0.0018824,-0.0395085,-0.00932283,-0.0331078,1,10.2679,0
1577,0.93813,-1.35188,0.0340295,0.0870993,-0.00415935,-0.00383175,0.0202746,0.0203947,-0.0284883,0,inf,0
1578,-0.708393,-1.99216,-0.506552,0.0383844,-0.00654529,0.00396731,-0.0229689,0.00311382,0.0379788,1,8.95757,0
1579,-0.287803,-1.2199,0.500945,0.0225733,-0.00611873,-0.00190793,0.0380441,0.00748432,0.0382225,1,14.6843,0
1580,-0.168874,-1.29088,-0.693481,0.0363145,-0.0119192,-0.00416124,0.0282482,-0.0173515,-0.0161018,1,0.156429,1
1581,0.10296,-2.67538,-0.10851,1.06569,-0.0184976,0.000657475,0.00854265,-0.020369,-0.0361268,1,0.701175,0
1582,-0.0118382,-2.66866,-0.219254,0.220908,0.023817,0.0060724,0.0214382,0.01481,-0.0155497,1,2.51575,0
1583,0.809255,-1.48454,-0.00599074,0.0118285,-0.00359577,0.0063494,0.0405716,-0.0206703,0.00191377,1,11.5775,0
1584,-1.12455,-2.62508,-0.377799,0.587518,0.0208168,0.00565966,0.0414969,0.0140003,-0.0242839,1,2.81465,0
1585,-0.727572,-1.75793,-0.185187,1.24365,0.00694496,-0.00294439,-0.0287003,-0.000665268,-0.00234955,1,1.0197,0
1586,-0.939634,-2.96221,0.378844,3.71599,-0.023369,0.00530376,-0.0103347,0.0208954,0.00803758,1,0.808535,0
1587,-0.76396,-1.67035,0.446448,0.477609,0.0207681,0.0066027,0.0365727,-0.0143655,-0.0261891,1,2.06742,0
1588,-1.46384,-1.37317,-0.846683,0.590075,-0.0085901,-0.0059537,-0.0340667,-0.0188237,0.0456287,0,inf,0
1589,0.806405,-2.79441,0.893627,0.0961927,-0.0106195,-0.000597647,-0.0249622,0.0140552,-0.0373599,1,0.100996,1
1590,0.355474,-1.1367,0.0567558,8.87624,0.0234521,-0.000920569,0.0443991,0.00862065,0.019876,1,0.100811,1
1591,0.940047,-2.86301,-0.235639,6.09271,-0.017509,-0.00275504,0.00929101,0.0158144,-0.0141213,1,0.100992,1
1592,-0.990887,-1.18653,-0.319449,6.22042,0.0172609,0.00596508,0.0149102,0.0121242,-0.0285294,0,inf,0
1593,0.528667,-2.08606,-0.882609,0.161783,0.00799226,0.00191742,-0.00997304,-0.0117448,0.0419144,1,0.100771,1
1594,-1.38161,-2.45813,-0.343296,0.0616803,-0.0159774,0.00631656,-0.040601,0.0208688,-0.00624953,1,10.2416,0
1595,0.746283,-1.17244,0.443511,0.700761,-0.0223582,0.00148031,-0.0390989,0.016611,-0.0337902,0,inf,0
1596,-1.491,-2.34472,-0.567349,0.781919,-0.0193595,0.00148397,-0.0252356,0.00720313,-0.046592,1,2.47796,0
1597,-1.06641,-1.34382,-0.179657,1.91955,0.0158938,0.00528449,-0.0346227,0.0124264,0.0375333,1,0.835244,0
1598,-1.34652,-1.93009,-0.178911,0.0200684,0.00115522,0.00127146,-0.0186982,-0.0174248,-0.00594815,1,16.5271,0
1599,-0.613523,-1.44935,-0.839402,5.10898,-0.00121477,-0.00173296,0.0150171,-0.0170402,-0.0312588,1,0.105416,1
1600,-1.32992,-1.54389,0.273379,8.32895,-0.0130303,0.00857937,-0.00231046,0.0122778,-0.0179723,0,inf,0
1601,-0.0695366,-1.05857,-0.553251,0.0345186,0.0240162,-0.00196368,-0.0406364,0.0068492,0.00448207,1,0.558455,0
1602,0.210316,-0.60387,-0.531207,7.616,-0.0168748,0.00461027,0.0481571,-0.0115805,-0.00131439,0,inf,0
1603,-1.19893,-0.492979,0.427569,0.723451,0.0031704,0.00108379,-0.00535011,0.0190164,-0.00724102,0,inf,0
1604,-0.209692,-0.390519,0.253868,0.0101283,0.00272094,0.00867373,0.0184008,-0.00426497,0.0269382,0,inf,0
1605,0.556052,-2.93176,-0.557596,0.637522,-0.018219,-0.00707272,0.0375595,0.0100633,-0.0371812,1,1.4181,0
1606,-0.618835,-2.03402,-0.908385,0.0584633,-0.00361225,0.00478049,-0.00767615,-0.00541201,-0.0324795,1,6.8496,0
1607,-0.0452102,-1.44967,0.532923,1.83586,0.0166982,0.00746323,0.0379545,0.0181187,0.0270867,1,0.100993,1
1608,-0.376029,-1.72387,-0.989945,0.480333,0.00871024,0.000489102,0.017101,0.0143321,0.0451849,1,1.32635,0
1609,-0.3495,-1.47699,-0.847704,2.83099,0.00792316,0.00115765,-0.0494309,-0.000804189,0.0311699,1,0.100882,1
1610,0.145248,-1.51256,0.590114,0.335735,-0.008539,0.00453704,0.0168897,-0.00850185,-0.00250074,1,0.100772,1
1611,-1.23089,-1.15611,-0.33807,0.422176,0.00972686,0.00798158,0.0273776,0.0037613,-0.00355214,0,inf,0
1612,-1.00801,-0.627711,-0.134927,0.203189,-0.0124936,-0.00893342,0.0337823,0.0153289,0.0170577,0,inf,0
1613,0.116669,-1.18431,0.970379,0.256063,0.000291358,0.00717769,0.0251186,-0.015202,0.0231853,1,0.100825,1
1614,-1.2463,-1.34751,0.660553,0.0172741,-0.0203187,0.00184027,0.0482125,-0.00463168,-0.0337536,0,inf,0
1615,-0.982416,-2.57173,0.94948,8.52742,0.00469498,-0.00155809,-0.0107138,0.000844123,0.0410146,1,0.244354,1
1616,0.00739297,-0.576094,-0.734542,0.415717,0.0130084,0.00764244,-0.0174984,-0.00111188,-0.025725,1,0.100995,1
1617,-1.12791,-2.64326,0.217538,0.257104,-0.000585109,0.000194968,-0.00324008,-0.0158697,-0.0410804,1,4.5603,0
1618,0.40339,-1.96085,-0.476041,6.4976,-0.00662547,-0.00260921,-0.0182171,0.0145569,-0.00550346,1,0.100995,1
1619,-0.837365,-0.314427,0.528449,0.0105938,0.0097265,-0.00220958,-0.0414701,0.0107199,0.00281658,0,inf,0
1620,-1.26661,-1.87202,0.27474,0.153394,-0.0170385,0.00745581,0.0317142,-0.0116078,0.0255957,1,5.48768,0
1621,-0.808973,-1.9744,-0.828804,0.687311,-0.0101839,0.00638379,0.00987955,0.00202216,0.0362557,1,1.88587,0
1622,0.994734,-2.64602,0.414681,8.90282,0.0207289,-0.00785165,0.0459874,0.00406575,0.038951,1,0.100792,1
1623,-0.451846,-2.12189,-0.59941,0.161378,0.0132564,0.00328537,-0.0114394,-0.00108985,0.0313482,1,3.4616,0
1624,-1.3245,-1.90392,0.407268,0.0562456,-0.0201897,-0.00502852,-0.0380851,-0.00391372,0.0480759,1,9.63632,0
1625,-1.13852,-0.953504,0.370825,1.15151,-0.00552267,0.000563383,-0.0436797,0.0149699,-0.0229048,0,inf,0
1626,-1.28727,-1.10644,0.933218,0.0646701,0.00565373,0.0014326,-0.0176968,0.0160711,0.0340896,0,inf,0
1627,-0.243207,-1.40115,0.129928,0.541162,-0.0136181,-0.00512564,0.0393382,0.00658761,-0.0210954,1,0.534135,0
1628,0.206092,-0.483167,-0.374477,0.133594,-0.000959814,-0.00134957,-0.0260729,-0.0175615,-0.00118986,0,inf,0
1629,0.352329,-1.06073,0.352963,0.04248,0.014861,-0.000740543,-0.0290337,0.000942901,0.0367084,1,0.187314,1
1630,-1.40621,-2.86898,-0.207597,1.15725,-0.0219324,0.0067761,0.0184581,0.00724827,0.0371781,1,2.17145,0
1631,-1.3456,-1.13406,0.438549,1.29993,0.00642612,0.00579114,0.0133797,-0.000561504,0.0283284,0,inf,0
1632,0.285166,-2.3592,-0.422251,6.82921,-0.015518,-0.00465296,-0.0446308,0.0024213,0.0282661,1,inf,0
1633,-0.23854,-2.84692,0.18973,1.08796,0.014771,0.000943232,-0.0115059,-0.00587265,-0.0324913,1,1.26223,0
1634,0.443127,-1.62747,-0.698537,5.83023,0.0242037,-0.00632495,0.0336439,0.0197702,-0.000295547,1,0.100802,1
1635,0.0534678,-0.439955,-0.33142,0.268584,-0.0228769,0.00649292,-0.0404126,-0.00596529,-0.00944042,0,inf,0
1636,0.410586,-1.73837,-0.945689,1.62186,0.00474485,0.00467425,-0.0142221,-0.018449,0.0449053,1,0.100766,1
1637,-1.23047,-0.723573,-0.432986,0.143094,0.0189423,-0.0062686,0.0247691,0.0203696,0.000463255,0,inf,0
1638,0.380899,-1.72151,0.661195,0.637484,0.00991694,-0.000274529,-0.0165195,-0.00165587,-0.00516746,1,0.101008,1
1639,0.243487,-0.685633,0.126467,0.561457,-0.0179171,0.00430007,0.0257614,-0.0145089,0.0268344,0,inf,0
1640,0.992107,-2.90335,-0.496288,0.0131502,0.0069829,0.00748735,-0.0253417,0.00276715,0.0387043,1,5.97104,0
1641,-0.0913029,-1.72108,0.884224,1.29459,-0.0123697,-0.00659134,0.0201613,-0.0104506,-0.043637,1,1.60965,0
1642,0.31764,-2.34382,0.460238,0.147046,0.00262605,0.00868274,-0.0341256,0.0180122,-0.00952522,1,0.10099,1
1643,0.966958,-1.52206,0.514668,0.0125646,0.0202829,-0.00314615,0.029577,0.0064126,0.0031781,1,0.100738,1
1644,-1.27744,-1.34223,0.759808,5.90565,0.0180747,-0.00631555,0.0398737,0.0102493,-0.0133094,0,inf,0
1645,-1.09051,-1.52855,-0.155655,0.11448,-0.0145605,0.000494194,0.0198948,-0.0085715,0.0391159,1,5.48069,0
1646,-0.877443,-2.41617,-0.681556,0.0405969,-0.0106462,-0.00136295,0.00977299,-0.0059655,-0.0358881,1,10.5569,0
1647,0.839982,-1.37375,-0.490638,0.419131,0.0204543,0.00526991,-0.0385783,-0.0197364,0.0303134,1,0.101004,1
1648,0.160295,-1.61565,0.772375,0.338153,0.00405645,-0.00609329,0.0410921,-0.0156121,0.018995,1,0.101011,1
1649,0.97781,-2.9582,0.519632,0.0343273,0.0239808,0.00540516,-0.0435939,-0.0202931,0.00999764,1,2.0249,0
1650,-0.649424,-2.87444,-0.0905284,0.0212418,0.00306478,-0.00497387,0.00118884,-0.00543792,-0.0249889,1,14.7221,0
1651,-0.950434,-1.49104,-0.945218,0.124575,0.0186348,-0.00607331,0.0417404,0.00753684,-0.0173019,1,4.75432,0
1652,0.755268,-2.4424,0.160635,0.0750079,0.00957318,-0.00451036,0.0214049,-0.00565806,0.0356551,1,0.100804,1
1653,0.748964,-1.5727,0.668489,5.935,0.00469726,0.00777399,0.0411246,0.013324,0.0287763,1,0.10101,1
1654,-1.48907,-2.51005,-0.242345,1.57199,-0.0174743,0.00767097,0.0161314,0.0128368,-0.0178686,1,1.69485,0
1655,-0.0799065,-1.14933,0.00660251,0.574818,0.00507383,0.0010906,0.00312536,0.00642453,0.0353328,1,0.100992,1
1656,-1.17169,-0.956065,0.866781,2.88561,-0.0185094,-0.00441632,0.0243007,0.00500837,-0.0104464,0,inf,0
1657,-1.22546,-1.97553,0.988566,0.0125035,0.0171729,0.00719581,-0.0388968,-0.0149878,-0.0377828,1,inf,0
1658,-0.556852,-2.87774,-0.0836389,0.121306,0.00574061,0.00282762,0.0390625,-0.0205096,0.0460694,1,5.62069,0
1659,-0.825202,-1.71633,-0.656498,1.16487,-0.0173956,-0.00676909,0.0169087,0.0136013,0.0481297,1,1.24245,0
1660,0.461619,-0.52706,-0.490965,0.0552081,0.00538784,0.00608128,0.00134019,0.00606079,0.00418899,0,inf,0
1661,0.954106,-2.07079,-0.355594,0.109417,-0.00820096,0.00792481,0.013713,0.0127771,0.0328966,1,0.814359,0
1662,0.139668,-1.93769,-0.947437,0.922286,0.0153713,-0.00283926,0.0124747,0.00410517,0.0249953,1,0.100814,1
1663,0.605919,-2.1713,-0.878745,4.65648,-0.0204085,-0.00697808,0.0375926,0.0209599,-0.025081,1,0.100991,1
1664,0.847492,-2.38323,-0.126395,0.305035,0.0146237,0.00752199,-0.0247332,-0.000219936,-0.0137745,1,0.101,1
1665,0.534577,-0.909277,0.232387,1.56195,-0.00286285,-0.00357892,0.00527951,8.14248e-05,0.0260756,0,inf,0
1666,0.494753,-1.55171,0.728416,3.32504,0.0246768,-0.00330655,0.00943292,-0.00144104,-0.0408082,1,0.100987,1
1667,-0.444972,-0.526875,-0.162964,0.0188993,0.00156217,-0.00685608,0.0285402,-0.017569,0.000253781,0,inf,0
1668,-0.625975,-1.16732,0.207836,0.644285,0.0164812,0.000228365,-0.00389984,-0.0175559,-0.044624,1,inf,0
1669,0.979473,-0.899664,0.220761,0.0141846,0.0123627,0.00496041,0.00344627,-0.010706,0.0133002,0,inf,0
1670,-1.14712,-0.868482,0.292332,2.4817,-0.00531324,-0.00359339,-0.0287371,-0.019969,-0.0252475,0,inf,0
1671,0.957168,-1.30386,0.690603,0.0451803,-0.0218778,-0.00142156,-0.0265044,0.00458596,0.0431958,0,inf,0
1672,0.566566,-1.18777,-0.993039,0.141835,0.0129093,0.0060722,-0.012247,-0.0127257,0.0304083,1,0.109032,1
1673,-0.879408,-0.341128,0.247664,0.0179284,-0.0189686,-0.00464111,-0.00897637,-0.0154892,0.0462024,0,inf,0
1674,0.299176,-0.868621,-0.216804,0.0405822,0.00335972,-0.00295797,-0.00655751,0.00682514,0.0271346,1,0.742938,0
1675,-0.497524,-2.65522,0.788163,0.497704,-0.0169211,-0.00133407,0.00268642,-0.00113993,-0.00514694,1,2.30888,0
1676,0.24613,-2.54051,0.470705,1.73878,-0.0211917,-0.00414701,0.0454813,-0.00214312,0.00279127,1,0.59222,0
1677,-1.37656,-0.528717,-0.00197602,2.09946,-0.00238001,-0.000449187,0.0404387,0.0141945,-0.0468447,0,inf,0
1678,-0.784021,-2.68591,-0.0640995,0.0219138,0.0165495,0.00507122,0.00747202,0.0193966,0.0351238,1,14.731,0
1679,0.619616,-1.07248,-0.403822,0.223409,-3.21334e-05,-0.00720008,0.00175146,0.019374,0.049894,0,inf,0
1680,0.382237,-1.01963,-0.488393,0.0607847,-0.00789514,-0.006055,-0.0457688,0.0132077,0.016129,1,1.14418,0
1681,-1.45379,-1.9996,-0.554815,0.0228627,-0.00125676,-0.0062394,0.00856886,0.00787129,0.000930109,1,16.1788,0
1682,-1.17674,-0.438769,-0.132117,1.41844,0.0114446,0.0085494,-0.0348312,0.0187824,-0.0143655,0,inf,0
1683,-0.154731,-1.60252,-0.501446,0.1939,0.005022,0.00851975,0.0128377,-0.00199396,-0.0251997,1,2.50743,0
1684,-1.1847,-1.56468,-0.899725,1.97509,0.00131037,0.00309336,0.049459,0.00497922,0.0380451,1,0.997483,0
1685,-1.03038,-0.429553,-0.890065,0.225402,0.00487523,0.00530555,-0.0282855,0.00607684,0.00605426,0,inf,0
1686,0.331792,-0.729002,0.747109,0.0540437,0.00673892,-0.000703957,0.0208097,-0.00944965,0.0123888,0,inf,0
1687,-1.1887,-0.97177,0.451398,1.64219,-0.013335,-0.00560371,-0.0229753,-6.72163e-05,0.00719622,0,inf,0
1688,-0.48084,-1.34885,0.0113692,0.100665,0.0110701,0.00305064,0.0345394,-4.16345e-05,-0.00853572,1,2.96317,0
1689,0.577429,-2.30103,-0.587376,3.75527,0.0185806,0.00271215,-0.0272552,0.0167968,-0.0207194,1,0.101006,1
1690,0.957106,-2.75479,-0.674522,0.532363,0.0122747,0.00751151,-0.0283391,-0.0168584,0.028918,1,0.101006,1
1691,0.795756,-1.48777,0.455305,0.236896,0.0103823,0.00250988,-0.04329,0.0127278,-0.00110305,1,0.100771,1
1692,-1.02475,-2.38438,0.835317,0.438291,0.015947,-0.00096389,-0.0416706,-0.000565762,-0.0221058,1,3.08336,0
1693,0.524786,-2.68133,0.824093,0.010391,-0.0057154,-0.00336707,-0.000471052,0.0122886,-0.00770348,1,1.6955,0
1694,-1.05116,-2.16229,0.185907,0.0924698,-0.0155946,0.0023333,0.0329327,0.00618622,0.00323662,1,7.00511,0
1695,0.352297,-1.91997,-0.447893,9.94945,0.0206196,-0.00636894,0.0321575,0.00446252,0.0456939,1,0.10101,1
1696,0.239273,-1.22964,0.602581,0.522565,-0.0220614,-0.00844117,0.0361128,0.00847048,-0.0300848,1,0.101006,1
1697,-0.433591,-1.59267,0.412139,1.04543,0.0217802,-0.00803006,0.00734828,-0.0123087,-0.0227772,1,0.745131,0
1698,-0.503119,-2.30134,-0.199672,0.0646494,-0.00970793,-0.00893892,-0.024067,-0.00428367,-0.0364368,1,6.55012,0
1699,-0.607869,-1.37997,-0.126058,0.501726,0.00765611,0.00448265,0.042455,0.012004,0.0318088,1,1.40554,0
1700,-1.26812,-1.87061,0.781716,0.521223,0.0122396,0.00166523,0.0318088,0.0104688,0.0374796,1,2.74733,0
1701,0.44227,-1.47073,0.0344983,3.75655,0.0244941,-0.00520107,0.031708,0.00866051,-0.0207736,1,0.100995,1
1702,0.461075,-0.797241,-0.0445177,3.24088,0.000341041,-0.00626589,0.0402157,-0.00356241,-0.00962108,0,inf,0
1703,0.83774,-1.37424,-0.436449,0.0483337,0.0101124,-0.00869355,0.030852,0.0187715,0.041522,1,1.69364,0
1704,-0.182973,-1.3579,0.808569,0.232502,-0.00410204,-0.0048209,0.0381666,0.000520782,-0.0250006,1,0.100991,1
1705,-1.46405,-1.5217,0.538937,0.0365847,-0.00052842,0.00791534,0.0392889,-0.0172045,0.0103683,0,inf,0
1706,-0.448771,-0.635387,-0.340218,0.300369,0.0111683,-0.00897417,-0.0230215,-0.00798096,-0.00321053,0,inf,0
1707,-0.17177,-2.16598,-0.115713,0.0687829,0.0123079,0.00552494,-0.01597,-0.0046594,-0.0213896,1,4.34648,0
1708,-0.434016,-0.310241,-0.0378437,0.642482,0.0244419,0.00613355,-0.0304553,0.00145766,0.0327174,0,inf,0
1709,-0.774375,-0.811224,0.620466,5.88042,-0.010779,-0.0042607,0.00107804,-0.0178261,-0.00858303,0,inf,0
1710,0.609773,-0.349184,0.568994,0.0407707,-0.0234868,-0.00273236,-0.0083201,-0.0174689,0.0135787,0,inf,0
1711,-1.21682,-1.35675,-0.861621,0.88824,0.00990798,0.0041185,0.00471741,-0.0209326,0.028879,0,inf,0
1712,-1.01626,-1.67253,0.679304,0.710483,-0.00221337,0.000359556,0.0347208,-0.0110098,-0.00756243,1,1.87266,0
1713,-1.23818,-0.523522,-0.175558,9.6737,-0.00424458,-0.00175032,-0.00517242,-0.00742901,-0.0235088,0,inf,0
1714,-1.34151,-2.02759,-0.0142833,0.0600359,0.0012011,0.00128103,0.0101154,0.0193888,-0.00983656,1,9.56129,0
1715,-1.06536,-0.591835,-0.415756,2.81397,-0.000790258,-0.00387178,-0.0446478,0.0159892,0.0344473,0,inf,0
1716,-1.21787,-1.79353,0.500253,1.07455,-0.0153868,0.00190618,-0.0411016,-0.0121033,-0.0200922,1,1.62422,0
1717,-0.370435,-0.829557,0.257758,0.0786803,0.016169,0.00100809,0.0358386,0.00762305,0.0233015,1,0.10093,1
1718,0.524122,-1.29117,-0.488938,1.37914,-0.0244926,-0.000952243,0.0334192,-0.0104858,0.00886067,1,0.101006,1
1719,0.669871,-0.719775,-0.307093,0.221718,0.00525124,-0.00591769,0.0357405,-0.0141688,-0.0411602,0,inf,0
1720,-1.19582,-1.13528,-0.425343,4.94785,0.00106876,-4.58336e-05,-0.0432621,-0.0154399,-0.0148745,0,inf,0
1721,-1.3371,-0.562943,-0.0188853,0.0243938,-0.0205032,0.00381651,-0.0277442,-0.0133916,0.0359154,0,inf,0
1722,0.290322,-1.12185,-0.453066,1.4506,0.00620503,0.00348982,-0.00426571,-0.00526966,-0.0108496,1,0.101006,1
1723,-0.484181,-0.320278,-0.788241,0.0232815,0.015939,-0.000863243,-0.00596683,0.00123328,0.00984806,0,inf,0
1724,0.217067,-2.22757,0.683579,1.59983,-0.00157225,0.00589962,0.0270304,0.00643661,-0.0390129,1,2.27658,0
1725,0.824604,-0.864872,-0.464737,1.22025,-0.0145602,-0.002111,0.0139916,0.0157853,0.0349375,0,inf,0
1726,-0.370927,-1.33907,0.927214,6.58705,0.00622752,0.00591749,-0.0421152,-0.0146844,-0.0261698,1,0.220433,1
1727,-0.241647,-0.381101,0.781001,0.0114198,0.0189485,-0.00191302,0.0442622,-0.0190548,-0.0342061,0,inf,0
1728,-0.186167,-1.20075,0.552255,8.91599,0.00503092,0.00768004,-0.00940375,-0.0100783,0.0270316,1,0.100787,1
1729,-0.730251,-1.51072,0.944492,0.735112,0.00525222,0.00396082,0.0482166,-0.00784747,-0.0223746,1,1.38232,0
1730,-0.0808703,-1.29086,-0.459446,0.256733,-0.00969347,0.00616333,0.0251603,0.0183314,-0.0114522,1,0.100988,1
1731,-0.985425,-2.03442,-0.567288,0.0114762,-0.0017613,-0.00430064,0.00253563,-0.0188483,0.0138569,1,inf,0
1732,-1.4388,-1.17703,-0.435832,0.0267732,0.0163285,0.00469859,-0.0439525,0.015133,0.0365341,0,inf,0
1733,-0.189548,-1.18955,-0.383699,0.20809,-0.0177798,-0.0018436,0.0174873,-0.00949478,0.0208356,1,0.100987,1
1734,0.549347,-1.49097,-0.602845,2.18099,0.00781594,0.00491447,0.0356647,-0.0117749,-0.0421904,1,0.100989,1
1735,-1.06939,-2.42087,0.143329,1.12516,-0.0146665,0.00545142,-0.010214,-0.000262289,-0.00211479,1,1.74197,0
1736,-0.336356,-1.30505,-0.996998,0.17814,-0.000661533,0.00438295,-0.0400433,0.00374092,0.00664849,1,1.17461,0
1737,-0.616312,-2.95204,-0.804289,3.43925,0.00198687,-0.00292637,0.0326415,0.00209,0.0483016,1,0.679982,0
1738,-0.280421,-1.0221,-0.158989,9.97429,0.0106974,7.05087e-05,-0.0247861,0.00495846,-0.025143,1,0.100987,1
1739,-0.561789,-2.20302,-0.881347,0.58036,-0.00764711,0.00801907,0.0436949,-0.0113469,-0.0254512,1,1.88057,0
1740,-1.35212,-2.35663,0.720602,0.0643776,-0.0154449,-0.00726462,-0.0314496,0.00799004,0.0137849,1,9.77132,0
1741,-0.151795,-2.11215,0.554667,2.4817,-0.0108523,0.00857443,0.0240236,0.00829188,-0.0109447,1,0.223321,1
1742,-1.11333,-1.86509,0.276655,0.0637734,0.00101591,-0.00769249,-0.00463493,0.00330159,0.0300704,1,8.18739,0
1743,0.820071,-0.475129,0.273773,0.122218,0.000693204,0.00359478,0.037332,0.014641,-0.0210891,0,inf,0
1744,0.508872,-0.428416,-0.324735,6.38995,-0.0172934,-0.00658,-0.0358482,0.00416664,0.0279987,0,inf,0
1745,0.192849,-2.55556,0.411217,3.63674,0.00123376,-0.00628238,0.0430125,0.0182238,-0.0361858,1,0.100763,1
1746,-0.102076,-2.75546,0.173384,3.08224,0.00856851,0.00694685,-0.022076,0.0171644,0.0476116,1,0.403093,0
1747,0.624661,-0.766161,-0.774896,0.0273249,0.0145463,0.00661176,0.0402483,-0.000567828,-0.035863,0,inf,0
1748,-1.05845,-2.81973,-0.462998,0.0111174,-0.0137367,-0.00806622,0.0345537,-0.0173771,0.0256082,1,inf,0
1749,-0.196714,-2.26366,-0.418262,0.0527774,-0.0132468,-0.00780307,-0.0100646,0.01806,0.00328249,1,5.52473,0
1750,0.538288,-1.16471,0.770473,0.0361637,-0.00368825,0.00218773,0.0267791,0.00200497,-0.0243153,1,0.638968,0
1751,0.437837,-1.42218,0.627661,8.50863,-0.0244214,0.00223744,-0.0435634,0.00895457,-0.0125236,1,0.100995,1
1752,-0.705086,-2.24148,0.00224379,0.0110896,0.0194125,0.00336709,0.028456,-0.0129717,0.0202547,1,inf,0
1753,-1.32135,-1.79724,-0.580082,0.0162937,-0.00284685,-0.0043677,-0.0469272,-0.00460364,-0.0417541,1,inf,0
1754,-0.626583,-0.301594,0.397388,0.0347624,0.00589649,-0.00608196,0.0375986,0.0104357,0.0362544,0,inf,0
1755,0.330888,-2.99296,-0.0274415,0.214318,0.00976224,-0.00405607,-0.0446379,-0.0042901,0.0105464,1,1.8971,0
1756,0.855864,-2.11832,0.319235,0.421175,-0.012768,0.000171467,0.0473502,0.017199,-0.0413667,1,0.100974,1
1757,0.104861,-0.529968,0.857934,0.0210004,-0.0135038,0.00681616,-0.0081406,0.0189192,-0.00933812,0,inf,0
1758,-0.753025,-1.97441,0.501928,0.132046,-0.00700528,0.00139948,-0.0390298,0.0197161,-0.0211744,1,4.73229,0
1759,-0.986074,-0.864183,-0.0602641,0.0894769,0.010542,0.00490192,0.0331528,-0.0121157,-0.0493785,0,inf,0
1760,0.986979,-0.326562,-0.624009,0.0187963,0.018651,-0.00585041,0.0410603,-0.00489298,0.00166542,0,inf,0
1761,-0.318253,-2.32257,0.00524812,0.0101373,-0.00618352,0.000953755,0.0369741,0.0112141,-0.0271661,1,15.0541,0
1762,0.136988,-1.8666,-0.157949,3.23305,0.0146688,0.00268526,0.0416565,0.0174896,0.043645,1,0.100985,1
1763,0.248853,-2.89672,-0.0709821,6.01647,0.0074326,-0.000180785,0.0336859,-0.0187022,-0.0457041,1,0.100982,1
1764,-0.806507,-2.59597,-0.601392,0.787789,0.0214339,-0.00588378,0.0439708,-0.000491646,0.0370173,1,1.95481,0
1765,-0.841027,-1.89023,0.38849,9.9083,-0.0136161,-0.00794458,0.031375,-0.00919404,-0.0153712,1,0.100755,1
1766,-0.583165,-2.75394,-0.689123,0.0107208,-0.0137176,-0.000933177,-0.0170388,0.0131744,0.0495736,1,inf,0
1767,-0.969532,-0.372748,0.140514,6.95652,-0.00367582,0.00887319,0.0453992,0.00307843,0.00498141,0,inf,0
1768,-0.010106,-2.10558,-0.195782,4.23596,-0.0174101,-0.0080228,0.00262459,-0.00474684,0.0160975,1,0.791163,0
1769,0.50014,-1.94565,0.403377,1.86686,0.00528259,-0.00309514,0.0357872,0.0125675,-0.023473,1,0.100826,1
1770,0.000118073,-0.455356,-0.076474,4.62131,-0.0200002,-0.00286767,-0.0364285,-0.00781659,0.0407577,0,inf,0
1771,-1.10111,-2.61461,0.468386,1.3569,0.0129849,-0.00608753,-0.0333435,-0.00479505,-0.038746,1,1.67418,0
1772,0.628693,-0.906696,0.126791,0.0151952,-0.0240214,-0.00092648,-0.00411068,0.00149139,0.0453424,0,inf,0
1773,0.713855,-2.88768,0.835702,0.0166819,-0.0020945,-0.00167265,0.0399902,0.0148857,0.0213964,1,2.13564,0
1774,-0.00980971,-0.41955,-0.460953,0.112901,-0.0120766,-0.00830977,-0.0240642,-0.0202455,-0.0384019,0,inf,0
1775,-1.43206,-2.47943,0.139318,0.93551,0.0129642,0.00525302,0.00493781,-0.0120372,0.0360446,1,2.25439,0
1776,-0.979876,-2.66615,-0.432643,0.156416,-0.00118085,0.00438209,-0.040023,-0.00971937,-0.0105119,1,5.66107,0
1777,-0.0767231,-2.27526,0.59091,0.965496,-0.006613,0.00084477,-0.0356952,0.0172039,0.0197828,1,0.7549,0
1778,-0.75802,-2.57934,-0.639454,0.0931365,-0.00306152,-0.00545837,-0.0165044,-0.0122971,0.034366,1,6.68662,0
1779,0.592699,-1.99549,-0.488385,0.0218069,0.0119124,0.0069063,0.00667564,-0.0160245,-0.0480247,1,2.77828,0
1780,-1.06182,-0.571321,0.840629,0.843703,0.013702,-0.00517345,0.0317885,0.0121275,0.00960396,0,inf,0
1781,-0.721219,-2.91856,0.187126,4.609,0.0227241,-0.00623139,0.0489956,-0.0107615,0.00708281,1,0.552882,0
1782,-0.705605,-1.17662,0.559378,1.35172,-0.0161961,-0.000591195,0.0021981,-0.00219618,0.000127154,1,0.62442,0
1783,0.386219,-1.75353,0.0284673,0.170389,0.0017691,-0.00158929,0.0275413,-0.0205419,0.036807,1,0.100826,1
1784,-1.48579,-2.19612,-0.828719,1.11623,0.00522015,-0.00387272,-0.044507,0.0177759,-0.0444935,1,1.96553,0
1785,-1.37892,-1.82843,0.715502,0.0896311,-0.0168491,0.00594154,0.00527033,0.00430427,0.0403152,1,7.59982,0
1786,-1.24409,-2.5275,-0.805698,1.93201,0.0113155,-0.00479853,0.0313769,-0.0135233,-0.0256284,1,1.37184,0
