delta1,alpha2,kappa,B0,alpha1,alpha3,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s,C0,A,log10_A,P_valid
-0.9591836734693877,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.711e-01 predicts growth factor 1.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.711e-01 predicts growth factor 1.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9591836734693877,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.709e-01 predicts growth factor 1.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.709e-01 predicts growth factor 1.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9591836734693877,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,824.6708897802381,50.0,824.6708897802381,1.15,8.2467e+10,,,false
-0.9591836734693877,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,96.51973912751043,50.0,96.51973912751043,1.0,9.6520e+09,,,false
-0.9591836734693877,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,12.025746169256486,50.0,12.025746169256486,0.96,1.2026e+09,,,false
-0.9591836734693877,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.580575849702744,50.0,1.580575849702744,0.94,1.5806e+08,,,false
-0.9591836734693877,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.21754155363017944,50.0,0.21754155363017944,1.1,2.1754e+07,,,false
-0.9591836734693877,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.03116608279546892,50.0,0.03116608279546892,1.0,3.1166e+06,4.986584e+03,3.6978,true
-0.9591836734693877,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.004624497903448398,50.0,0.004624497903448398,1.18,4.6245e+05,7.399212e+02,2.8692,true
-0.9591836734693877,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0007077276698653161,50.0,0.0007077276698653161,1.2,7.0773e+04,1.132367e+02,2.0540,true
-0.9591836734693877,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.00011131390122851201,50.0,0.00011131390122851201,1.05,1.1131e+04,1.781026e+01,1.2507,true
-0.9591836734693877,-0.5641025641025643,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.7940135257028235e-05,50.0,1.7940135257028235e-05,1.04,1.7940e+03,2.870428e+00,0.4579,true
-0.9591836734693877,-0.5,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.9556131841888474e-06,50.0,2.9556131841888474e-06,0.91,2.9556e+02,4.728991e-01,-0.3252,true
-0.9183673469387755,-3.0,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.310e+00 predicts growth factor 7.40e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.310e+00 predicts growth factor 7.40e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.935897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.443e+00 predicts growth factor 1.13e+53 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.443e+00 predicts growth factor 1.13e+53 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.007e+00 predicts growth factor 3.77e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.007e+00 predicts growth factor 3.77e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.8076923076923075,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.781e+00 predicts growth factor 3.40e+125 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.781e+00 predicts growth factor 3.40e+125 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.7435897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.835e+00 predicts growth factor 3.58e+61 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.835e+00 predicts growth factor 3.58e+61 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.6794871794871797,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.109e+00 predicts growth factor 6.28e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.109e+00 predicts growth factor 6.28e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.6153846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.737e+00 predicts growth factor 5.14e+37 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.737e+00 predicts growth factor 5.14e+37 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.551282051282051,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.193e+00 predicts growth factor 2.17e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.193e+00 predicts growth factor 2.17e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.4871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.093e+00 predicts growth factor 2.85e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.093e+00 predicts growth factor 2.85e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.4230769230769234,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.651e+00 predicts growth factor 6.99e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.651e+00 predicts growth factor 6.99e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.358974358974359,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.955e+00 predicts growth factor 1.48e+64 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.955e+00 predicts growth factor 1.48e+64 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.850e+00 predicts growth factor 1.46e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.850e+00 predicts growth factor 1.46e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.230769230769231,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.440e+00 predicts growth factor 1.83e+31 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.440e+00 predicts growth factor 1.83e+31 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.166666666666667,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.054e+00 predicts growth factor 3.96e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.054e+00 predicts growth factor 3.96e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.1025641025641026,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.420e+00 predicts growth factor 6.73e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.420e+00 predicts growth factor 6.73e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-2.0384615384615383,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.003e+00 predicts growth factor 3.11e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.003e+00 predicts growth factor 3.11e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.9743589743589745,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.259e+00 predicts growth factor 2.20e+27 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.259e+00 predicts growth factor 2.20e+27 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.9102564102564104,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.442e+00 predicts growth factor 2.10e+31 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.442e+00 predicts growth factor 2.10e+31 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.8461538461538463,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.607e+00 predicts growth factor 7.79e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.607e+00 predicts growth factor 7.79e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.7820512820512822,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.122e+00 predicts growth factor 2.33e+24 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.122e+00 predicts growth factor 2.33e+24 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.717948717948718,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.787e-01 predicts growth factor 1.67e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.787e-01 predicts growth factor 1.67e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.653846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.065e-01 predicts growth factor 6.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.065e-01 predicts growth factor 6.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.5897435897435899,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.313e-01 predicts growth factor 2.32e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.313e-01 predicts growth factor 2.32e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.5256410256410258,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.805e-01 predicts growth factor 1.83e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.805e-01 predicts growth factor 1.83e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.4615384615384617,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.033e-01 predicts growth factor 5.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.033e-01 predicts growth factor 5.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.3974358974358976,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.703e-01 predicts growth factor 1.10e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.703e-01 predicts growth factor 1.10e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.3333333333333335,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.812e-01 predicts growth factor 1.89e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.812e-01 predicts growth factor 1.89e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.782e-01 predicts growth factor 1.63e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.782e-01 predicts growth factor 1.63e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.9183673469387755,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1357.2744265368267,50.0,1357.2744265368267,0.97,1.3573e+11,,,false
-0.9183673469387755,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,128.930473740955,50.0,128.930473740955,1.24,1.2893e+10,,,false
-0.9183673469387755,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,13.216510980712746,50.0,13.216510980712746,1.17,1.3217e+09,,,false
-0.9183673469387755,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.4444512615483442,50.0,1.4444512615483442,1.19,1.4445e+08,,,false
-0.9183673469387755,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.1667149123942187,50.0,0.1667149123942187,1.04,1.6671e+07,,,false
-0.9183673469387755,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.02016492664772957,50.0,0.02016492664772957,0.92,2.0165e+06,3.226395e+03,3.5087,true
-0.9183673469387755,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.002540027187965911,50.0,0.002540027187965911,0.94,2.5400e+05,4.064052e+02,2.6090,true
-0.9183673469387755,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0003314657635691305,50.0,0.0003314657635691305,0.98,3.3147e+04,5.303463e+01,1.7246,true
-0.9183673469387755,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,4.461920874004405e-05,50.0,4.461920874004405e-05,0.99,4.4619e+03,7.139088e+00,0.8536,true
-0.9183673469387755,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.173848787737839e-06,50.0,6.173848787737839e-06,1.02,6.1738e+02,9.878179e-01,-0.0053,true
-0.9183673469387755,-0.5641025641025643,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.757281915981642e-07,50.0,8.757281915981642e-07,0.98,8.7573e+01,1.401168e-01,-0.8535,true
-0.9183673469387755,-0.5,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.2714075230192268e-07,50.0,1.2714075230192268e-07,0.97,1.2714e+01,2.034256e-02,-1.6916,true
-0.8775510204081632,-3.0,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.105e+00 predicts growth factor 5.14e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.105e+00 predicts growth factor 5.14e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.935897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.263e+00 predicts growth factor 1.91e+114 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.263e+00 predicts growth factor 1.91e+114 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
